ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Meaning,Sense_ID,Entry_ID,rc
Hungarian-532-billig-1,602,Hungarian,532-billig,olcsó,olcsó,o l t͡ʃ oː,,uesz,,,^ olcsó $,default, wertlos; leicht erreichbar;  erwerblich;   billig,billig-1,6663-olcso,^(u|o|a)(lt͡ʃ|t͡ʃ)(a|u|i|o|ɯ)(ɣ|i|iɣ)?$
Hungarian-8-wange-1,604,Hungarian,8-wange,pofa,pofa,p o f ɒ,,uesz,,,^ pofa $,default,  fressen;   Kerl;  Patron;  Gesicht;   ohrfeigen;   sprechen;   Wange; Backe;   Maul des Tieres;   Mund als Sprechorgan;  Backe einer Maschine;   verzierter;  geschnitzter Teil des Buges;   der innere Teil des Ofens,Wange-3,7301-pofa,"#p, f not old"
Hungarian-8-wange-2,605,Hungarian,8-wange,tügy ∆,tügy,t y ɟ,,uesz,,,^ tügy $,default,  Fenster-;  Türpfosten; Kinnlade;  Wange;  -schenkel,Wange-5,9535-tugy,ɟ# not old
Hungarian-24-brust-1,606,Hungarian,24-brust,mell,mell,m ɛ lː,,uesz,,,^ mell $,default,  weibliche Brust;   reißen;   Vorderteil;   Herz;   Brustharnisch;  zerfleischen; Brust,Brust-1,5997-mell,lː# not old
Hungarian-150-huhn-1,608,Hungarian,150-huhn,pipi,pipi,p i p i,,uesz,,,^ pipi $,default, Küken; 〈Lockruf für Hühner od Küken〉;   〈Lockruf für anderes Hausgeflügel〉;   Huhn;   〈als liebkosende Anrede〉,Huhn-1,7202-pipi,#p not old
Hungarian-720-lauten-1,610,Hungarian,720-lauten,kondít,kondít,k o n d iː t,,uesz,,,^ kondít $,default,  schreien;  brüllen;   furzen;   mit der Peitsche knallen; läuten;  erschallen lassen;   das Totenglöcklein läutenhaláleset vagy temetés allkalmával harangoz,lauten-1,5043-kondit,^(k)(u|o|a|i|ɒ)(n|nd)(i|iː)(t|r)(ɣ|i)?$
Hungarian-14-kinn-1,613,Hungarian,14-kinn,áll²,áll,aː lː,,uesz,,,^ áll $,default,Kinn;   Kinkette ,Kinn-3,203-all,lː# not old
Hungarian-888-wahlen-1,616,Hungarian,888-wahlen,választ,választ,v aː l ɒ s t,,uesz,,,^ választ $,default,  Unterschied;   unterscheiden;   entscheiden;   gewählt;   ändern;  entfernen;   auserwählen;   Wähler;   wählen;  scheiden;   Auswahl; trennen 〈Personen〉;   gegenüberstellen;   zu etw wählen;   abstillen;   Ausgewählte;   Wahl;  Wählen;   getrennt,wahlen-2,9711-valaszt,^(v)(a|aː|i|m)(l|rl|ɣ)(a|o|ɒ)(ɣ|i)?$
Hungarian-957-hacken-1,619,Hungarian,957-hacken,vág,vág,v aː ɡ,,uesz,,,^ vág $,default,  Hackbraten;  hacken;   spalten; abholzen;  eine Spur ziehen;   sperren 〈Weg;  Wasser usw〉;   niedermetzeln;  schlachten;   plötzlich entscheiden und handeln;   in od zu etw passen od gehören;   jmdn anzapfen;   sich etw einpauken;   heftig und gierig essen;   〈im Examen〉 durchfallen lassen;   aushacken lassen;   〈das Strömen〉 beendigen lassen;   Schraubenrille;   gleis,hacken-2,9682-vag,^(v)(a|aː|i|m)(ɡ|k|nd)(ɣ|i|iɣ|y)?$
Hungarian-414-kirche-1,621,Hungarian,414-kirche,parókia,parókia,p ɒ r oː k i ɒ,,uesz,,,^ parókia $,default,Pfarrhaus;   Pfarrgemeinde;   Kirche,Kirche-1,6946-parokia,"#p, iɒ# not old"
Hungarian-414-kirche-2,622,Hungarian,414-kirche,templom,templom,t ɛ m p l o m,,uesz,,,^ templom $,default,Kirche;  Tempel,Kirche-2,9150-templom,mpl not old
Hungarian-259-kreis-1,625,Hungarian,259-kreis,karika,karika,k ɒ r i k ɒ,,uesz,,,^ karika $,default,Kreis;  Ring;   Faß;  Reifen;   Scheibe;  kreisrunde Form;   kreisförmiger Gegenstand;  Scheiben- od walzenförmiger Gegenstand;   Laufreifen als Spielzeug;   kreisförmige Scheibe;   geringelt;   Art Peitsche,Kreis-3,4469-karika,^(k)(a|o|ɒ)(r|v|vr)(i|y|a)(k)(a|u)(ɣ)?$
Hungarian-259-kreis-2,628,Hungarian,259-kreis,kör,kör,k ø r,,uesz,,,^ kör $,default,Kreis;   Kreis;   Umgebung;   Zirkel 〈Gerät〉;  Verein;   Gesellschaft;   Umkreis;   Bezirk;   Bezirk;   Kreis 〈Geom〉;   Umfang;   Bereich;   System;   Truppenunterkunft;   Rotunde,Kreis-6,4824-kor,^(k)(y|ɛ|ø|i)(r|v|ɣ|t|w)(ɣ|i|iɣ|y)?$
Hungarian-126-klaue-1,635,Hungarian,126-klaue,csülök,csülök,t͡ʃ y l ø k,,uesz,,,^ csülök $,default,  Sprungbein; Spielknöchelchen;   Seilschlinge;   Fuß 〈Mensch〉;   Klaue;  Eisbein,Klaue-1,1673-csulok,^(t͡ʃ)(i|y|ɛ)(l|rl|ɣ)(y|ɛ|ø)(k)?(ɣ)?$
Hungarian-190-lehm-1,637,Hungarian,190-lehm,agyag,agyag,ɒ ɟ ɒ ɡ,,uesz,,,^ agyag $,default,Ton ; Ton;  Lehm ,Lehm-1,111-agyag,^(a|o)(ld|d)(a|o|ɒ|i)(ɡ|k|nd)(ɣ|i)?$
Hungarian-190-lehm-2,638,Hungarian,190-lehm,sár¹,sár,ʃ aː r,,uesz,,,^ sár $,default,  Lehm;  Kot;  Sumpf;   Exkrement;   Schlacke;  Morast; schlammiger Fluß;   nasse;  aufgeweichte Erde,Lehm-2,8138-sar,^(ʃ|t͡ʃ|s)(a|aː|i|m)(r|v|ɣ)(ɣ|i)?$
Hungarian-514-sauber-1,644,Hungarian,514-sauber,tiszta,tiszta,t i s t ɒ,,uesz,,,^ tiszta $,default,  Weizen;   aufrichtig;  unschuldig;   unschuldig;  bloß;   Lichtung;   Lichtung;  lauter;  klar;   klar;   unvermischt;  Abführung;   rein;   sich fortmachen; keusch;  sauber;   frisch 〈Wäsche〉;   durchsichtig;   schuldenfrei;  heiter;   fehlerlos 〈SprGebrauch〉;   reine;  keusche;  unschuldige Person;   reine Wäsche;   Reinheit;  das Reine;   der reine Teil von etw;   rein werden;   Reinwerden;   Reinschrift,sauber-3,9264-tiszta,st not old
Hungarian-968-reinigen-1,647,Hungarian,968-reinigen,pucol,pucol,p u t͡s o l,,uesz,,,^ pucol $,default,reinigen;   schmücken;   entlaufen;    verputzen,reinigen-3,7518-pucol,"#p, t͡s not old"
Hungarian-968-reinigen-2,651,Hungarian,968-reinigen,takarít,takarít,t ɒ k ɒ r iː t,,uesz,,,^ takarít $,default, -stecken; verbergen;   zusammenfalten;   einbringen;   begraben;   ver-;   sparen;  beisetzen;  zudecken;   sorgen;   niederdrücken;  nicht aufstehen lassen;   putzen;  aufräumen;  säubern,putzen-1,8981-takarit,^(t)(a|o|ɒ)(k)(a|o|ɒ)(r|v|vr)(i|iː)(t|r)$
Hungarian-548-klug-1,653,Hungarian,548-klug,agyafúrt,agyafúrt,ɒ ɟ ɒ f uː r t,,uesz,,,^ agyafúrt $,default,  schlau;  schlau; irrsinnig; irrsinnig;  närrisch;   hartnäckig ;   durchtrieben;   stur ,schlau-2,110-agyafurt,f not old
Hungarian-548-klug-2,663,Hungarian,548-klug,ravasz,ravasz,r ɒ v ɒ s,,uesz,,,^ ravasz $,default,  schlau;  listig;   pfiffig;   schlauer;  hinterlistiger Mensch; Fuchs;   Drücker als Schloß od Schlüssel und Klinke dazu;   Abzug 〈an Schußwaffen〉;   Umstände machend;   knifflig;   von Füchsen bewohnt;  listig 〈Person〉,schlau-12,7662-ravasz,#r not old
Hungarian-765-klettern-1,668,Hungarian,765-klettern,hág,hág,h aː ɡ,,uesz,,,^ hág $,default,steigen;   ansteigen 〈Gelände;  Weg〉;   treten;   bespringen;   bespringen;   besteigen;  fellépni kényszerít;  〈lovat;  szarvasmarhát stb.〉 párosít,steigen-1,3287-hag,^(h|ks|u)(a|aː|i|m)(ɡ|k|nd)(ɣ|i)?$
Hungarian-765-klettern-2,670,Hungarian,765-klettern,mászik,mászik,m aː s i k,,uesz,,,^ mászik $,default, kriechen; klettern,klettern-1,5852-maszik,^(m)(a|aː|i)(s|sk|ɣs)(i|y|a)(k)?(ɣ)?$
Hungarian-365-stoff-1,677,Hungarian,365-stoff,textil,textil,t ɛ k s t i l,,uesz,,,^ textil $,default,Stoff;  Gewebe;  Textilwaren,Stoff-6,9228-textil,kst not old
Hungarian-371-kleidung-1,687,Hungarian,371-kleidung,ruha,ruha,r u h ɒ,,uesz,,,^ ruha $,default,  verprügeln;  Tuch;   Prügel; Kleid;  Kleidungsstück;   Gewebe;   bekleiden;   investieren,Kleidungsstuck-4,7980-ruha,"#r, h not old"
Hungarian-75-wolke-1,688,Hungarian,75-wolke,felleg,felleg,f ɛ lː ɛ ɡ,,uesz,,,^ felleg $,default,Wolke;   〈der Regenwolke ähnliche〉 dichte Menge;   in sich eine Gefahr bergende Erscheinung;   Qualm;   sich bewölken;   damit ist es aus,Wolke-1,2472-felleg,"#f, lː not old"
Hungarian-504-kalt-1,695,Hungarian,504-kalt,hideg,hideg,h i d ɛ ɡ,,uesz,,,^ hideg $,default,  Schauder; kalt;   Frost;  Kälteempfinden;  unfreundlich;   schroff;  gleichgültig;   leblos;   Kälte;   Schüttelfrost;  Fieber;   kaltes Gericht;   sich erkälten;   sich von etw abkehren,kalt-3,3563-hideg,^(h|ks|u)(i|y|a)(d|ld)(ɛ|i)(ɡ|k)(ɣ)?$
Hungarian-80-kalte-1,696,Hungarian,80-kalte,hideg,hideg,h i d ɛ ɡ,,uesz,,,^ hideg $,default,  Schauder; kalt;   Frost;  Kälteempfinden;  unfreundlich;   schroff;  gleichgültig;   leblos;   Kälte;   Schüttelfrost;  Fieber;   kaltes Gericht;   sich erkälten;   sich von etw abkehren,Kalte-1,3563-hideg,^(h|ks|u)(i|y|a)(d|ld)(ɛ|i)(ɡ|k)(ɣ)?$
Hungarian-505-kuhl-1,697,Hungarian,505-kuhl,friss,friss,f r i ʃː,,uesz,,,^ friss $,default, flink;  prächtig; neu;  noch unverdorben;   hurtig;  munter;   kühl;  erfrischend;   herrlich;   in schnellem Tempo 〈Musik;  Tanz〉;   Teil der ung Musik und des ung Tanzes in schnellem Tempo;   Aufgewecktheit,kuhl-1,2771-friss,"#fr, ʃː# not old"
Hungarian-505-kuhl-2,698,Hungarian,505-kuhl,hűvös,hűvös,h yː v ø ʃ,,uesz,,,^ hűvös $,default,  Gefängnis;   barsch; kühl;  unfreundlich;   Kühle;  kühler Ort,kuhl-2,3782-huvos,^(h|ks|u)(y|ɛ|i)(v|ɣ)(y|ɛ)(t͡ʃ|ɣ)(ɣ)?$
Hungarian-373-kragen-1,700,Hungarian,373-kragen,gallér,gallér,ɡ ɒ lː eː r,,uesz,,,^ gallér $,default,  Art feine Leinwand; Art Kleidungsstück der früheren Kriegsleute;   Kragen;    Lederwams;   auf dem Rücken des Kleides herabhängendes langes Tuchstück;   Hüllkelch;   Wettermantel;   Feder- od Pelzring um den Hals bei Tieren;   Banaum,Kragen-1,2888-galler,lː not old
Hungarian-373-kragen-2,701,Hungarian,373-kragen,grabanc,grabanc,ɡ r ɒ b ɒ n t͡s,,uesz,,,^ grabanc $,default,Kragen;   Nacken,Kragen-2,3104-grabanc,"#ɡr, nt͡s# not old"
Hungarian-531-bunt-1,705,Hungarian,531-bunt,iromba ×,iromba,i r o m b ɒ,,uesz,,,^ iromba $,default,bunt;  derb;  〈Katze〉;   ungeschlacht;   getüpfelt;  gesprenkelt 〈Geflügel〉 gestreift;  getigert,bunt-2,3950-iromba,mb not old
Hungarian-531-bunt-2,707,Hungarian,531-bunt,tarka,tarka,t ɒ r k ɒ,,uesz,,,^ tarka $,default,bunt;   Zisterzienser;   heuchlerisch;  doppelzüngig;  scheckig;   mannigfaltig,bunt-4,9064-tarka,^(t)(a|o|ɒ|i)(rk|r)(a|u|ai)?(ɣ|i|iɣ)?$
Hungarian-382-kamm-1,710,Hungarian,382-kamm,fésű,fésű,f eː ʃ yː,,uesz,,,^ fésű $,default,Kamm,Kamm-3,2517-fesu,#f not old
Hungarian-979-kammen-1,713,Hungarian,979-kammen,ecsel ×,ecsel,ɛ t͡ʃ ɛ l,,uesz,,,^ ecsel $,default,  hecheln; bürsten;  kämmen,kammen-1,2028-ecsel,^(ɛ|i)(t͡ʃ|lt͡ʃ|rt͡ʃ)(ɛ|i|ø)(l|ɣ)?(ɣ)?$
Hungarian-779-kommen-1,716,Hungarian,779-kommen,jön,jön,j ø n,,uesz,,,^ jön $,default, entstehen;  folgen;  ankommen;    gehen; kommen;   kommen 〈zeitlich〉;   entstammen;   anfallen;   in einen Zustand geraten;   zukommen 〈Geld〉;   Zukunft;   Kommen;  Ankommen;  jövetel,kommen-4,4083-jon,#j not old
Hungarian-249-gesellschaft-1,721,Hungarian,249-gesellschaft,kaláka ×,kaláka,k ɒ l aː k ɒ,,uesz,,,^ kaláka $,default,  Krawall; fronartige Pflichtarbeit;   freiwillige Gemeinarbeit zu gegenseitiger Aushilfe;   Geselligkeit;  Gesellschaft,Gesellschaft-1,4264-kalaka,^(k)(a|o|ɒ)(l|rl|ɣ)(a|aː|i)(k)(a|u)(ɣ)?$
Hungarian-249-gesellschaft-2,723,Hungarian,249-gesellschaft,kompánia,kompánia,k o m p aː n i ɒ,,uesz,,,^ kompánia $,default,  Gesellschaft; Kompanie 〈der Infanterie〉,Gesellschaft-3,5011-kompania,"mp, iɒ# not old"
Hungarian-225-gesprach-1,730,Hungarian,225-gesprach,diskurzus,diskurzus,d i ʃ k u r z u ʃ,,uesz,,,^ diskurzus $,default, Unterhaltung; Verhandlung;   Gespräch;   Auseinandersetzung,Gesprach-1,1852-diskurzus,rz not old
Hungarian-225-gesprach-2,731,Hungarian,225-gesprach,kollokvium,kollokvium,k o lː o k v i u m,,uesz,,,^ kollokvium $,default,Gespräch;   Art Semesiralprüfung 〈an Hochschulen〉,Gesprach-2,4963-kollokvium,"lː, kv, iu not old"
Hungarian-988-mitteilen-1,735,Hungarian,988-mitteilen,közöl,közöl,k ø z ø l,,uesz,,,^ közöl $,default,  veröffentlichen;   Zwischenraum;   geschlechtlich verkehren;   mitteilen;   verbreiten;  mengen; Zwischenraum machen;  in die Mitte nehmen;   zur Verfügung stellen;  verteilen;  gemein machen;  kundgeben;   untermischen;  vermitteln;   Mitteilung;   Mittelsperson;   Mitteilungsblatt,mitteilen-3,4869-kozol,^(k)(y|ɛ|ø)(z|ɣz|zɡ)(y|ɛ|ø)(l|ɣ)(ɣ)?$
Hungarian-960-zubereiten-1,736,Hungarian,960-zubereiten,fő¹,fő,f øː,,uesz,,,^ fő $,default, Gekoch;  sieden; gekocht od gar werden 〈Lebensmittel;  etw Festes〉;  kochen 〈Flüssigkeit〉;   der Kopf brummt einem;  Sorgen haben;   Kochen;   Gekocht;   Gekochtes;  Kochgut,Kochen-1,2715-fo,#f not old
Hungarian-274-ecke-1,743,Hungarian,274-ecke,sarok,sarok,ʃ ɒ r o k,,uesz,,,^ sarok $,default,  Fundament;  Winkel; Ecke;   Ferse;  Eck-;  Hinterkappe od Absatz vom Schuhwerk;   Scharnier;   Pol;  Weltgegend;   Weltgegend;   magnetischer od elektrischer Pol;   sich polarisieren;   den Absatz bzw die Absätze reparieren,Ecke-3,8159-sarok,^(ʃ|t͡ʃ|s)(a|o|ɒ)(r|v)(u|o)(k)?(ɣ)?$
Hungarian-274-ecke-2,747,Hungarian,274-ecke,zug,zug,z u ɡ,,uesz,,,^ zug $,default,Winkel;  Ecke;   Sackgasse;   entlegene;  enge Kammer,Ecke-7,10081-zug,^(s)(u|ɯ|r)(ɡ|k|nd)(ɣ|i|iɣ|y)?$
Hungarian-560-richtig-1,751,Hungarian,560-richtig,helyes,helyes,h ɛ j ɛ ʃ,,uesz,,,^ helyes $,default,  wahr;  hübsch;   nett;  richtig; eine Hufe habend,richtig-4,3489-helyes,^(h|ks|u)(ɛ|i|ø)(j|ɣ)(ɛ|i)(t͡ʃ|ɣ)(ɣ)?$
Hungarian-748-husten-1,759,Hungarian,748-husten,köhög,köhög,k ø h ø ɡ,,uesz,,,^ köhög $,default,husten;   unregelmäßig arbeiten 〈Maschine〉,husten-4,5207-kohog,h not old
Hungarian-1004-zahlen-1,762,Hungarian,1004-zahlen,szokotál ×,szokotál,s o k o t aː l,,uesz,,,^ szokotál $,default,  verschaffen;  zählen;   erwägen;  -setzen;  zusammenstellen;   auf etw rechnen; rechnen;  ins Auge fassen;   sich mit jmdm krachen,zahlen-6,8843-szokotal,^(s)(u|o|a)(k)(u|o|a)(t|lt)(a|aː)(l|ɣ)(ɣ)?$
Hungarian-254-anzahl-1,764,Hungarian,254-anzahl,szám,szám,s aː m,,uesz,,,^ szám $,default, Menge;   Arbeit;   zahlreich;   Ziffer;  Zahl; Personalbestand; Reihe;  Anzahl bestimmter Individuen;   Anzahl;   Quantität;  Nummer;  werk;   Numerus;   Exemplar einer Zeitung;  Zeitschrift usw;   Arithmetik;  Mathematik;   Nummer innerhalb einer Spielfolge;   Trennpfahl zwischen zwei Klaftern Holz;   Zählender;   Zähler 〈Math〉,Anzahl-1,8552-szam,^(s)(a|aː|i|m)(m)?(ɣ|i|iɣ|y)?$
Hungarian-430-land-1,767,Hungarian,430-land,ország,ország,o r s aː ɡ,,uesz,,,^ ország $,default,  regieren;   Herrschaft;   Herrschaft; Land;  Reich;  fahren;  Bevölkerungeines Landes;  Regierungsgewalt;   gesetzgebende Körperschaft;   herumreisen,Land-3,6732-orszag,rs not old
Hungarian-827-bedecken-1,771,Hungarian,827-bedecken,terít,terít,t ɛ r iː t,,uesz,,,^ terít $,default, Decke;   Decke;   Hülle;   niederfallen;  bedecken; ausbreiten;   ausbreiten;  strecken;   zer-;  sich hinwerfen;  ausstrecken;  starr aushalten;   jmdn zu Boden werfen;  umfallen;  ausstreuen;   den Tisch decken;   das Wild zur Strecke bringen;  den Gegner umlegen;   Spielkarte aufdecken;  aki valamit leterít,bedecken-4,9189-terit,^(t)(ɛ|i|ø|y)(r|v|vr|rp)(i|iː)(t|r)(ɣ)?$
Hungarian-134-kuh-1,775,Hungarian,134-kuh,boci,boci,b o t͡s i,,uesz,,,^ boci $,default,Kälbchen;   Kuh;   dumm 〈Person〉,Kuh-1,773-boci,t͡s not old
Hungarian-134-kuh-2,776,Hungarian,134-kuh,tehén,tehén,t ɛ h eː n,,uesz,,,^ tehén $,default,  Kuh; Rindvieh;  Weibchen eines Wiederkäuers;   Weibchen des Rin;  Büffels;   dickes Weib;   Melker,Kuh-3,9118-tehen,h not old
Hungarian-313-wiege-1,778,Hungarian,313-wiege,bölcső,bölcső,b ø l t͡ʃ øː,,uesz,,,^ bölcső $,default,Wiege,Wiege-1,912-bolcso,^(b)(y|ɛ|ø|i)(lt͡ʃ|t͡ʃ)(ɛ|i|yː)(ɣ|i|iɣ|y)?$
Hungarian-156-kranich-1,781,Hungarian,156-kranich,daru,daru,d ɒ r u,,uesz,,,^ daru $,default,Kranich;   Kran,Kranich-1,1719-daru,^(d|d͡ʒ|t)(a|o|ɒ)(r|v|vr)(u|a)(ɣ)?$
Hungarian-767-kriechen-1,784,Hungarian,767-kriechen,mászik,mászik,m aː s i k,,uesz,,,^ mászik $,default, kriechen; klettern,kriechen-3,5852-maszik,^(m)(a|aː|i)(s|sk|ɣs)(i|y|a)(k)?(ɣ)?$
Hungarian-767-kriechen-2,791,Hungarian,767-kriechen,suttyan ×,suttyan,ʃ u cː ɒ n,,uesz,,,^ suttyan $,default,schleichen;  schlüpfen;   einen rauschenden Ton geben,schleichen-7,8455-suttyan,cː not old
Hungarian-157-krahe-1,799,Hungarian,157-krahe,varjú,varjú,v ɒ r j uː,,uesz,,,^ varjú $,default,Krähe ,Krahe-5,9756-varju,^(v)(a|o|ɒ|i)(rɣ|r)(a|u|o)(ɣ|i|iɣ|y)?$
Hungarian-793-weinen-1,805,Hungarian,793-weinen,rí ×,rí,r iː,,uesz,,,^ rí $,default, brüllen;  muhen; heulen;   knarren;   ab-;   winseln;   weinen;  quietschen;  hervorstechen,weinen-6,7817-ri,"#r, iː# not old"
Hungarian-793-weinen-2,807,Hungarian,793-weinen,sír¹,sír,ʃ iː r,,uesz,,,^ sír $,default, schreien;  Musikstück;   brausen;   heulen;   knarren;   jammern;  anflehen; weinen;  Gedicht〉;  winseln 〈Tier〉;  pfeifen 〈Wind〉;   wehmutsvoll tönen;  Schmerzen ausdrücken 〈Musikinstrument;  kreischen 〈Vogel〉;   zischen 〈Wasser;  feuchtes Holz usw〉,weinen-8,8206-sir,^(ʃ|t͡ʃ|s)(i|iː)(r|v|ɣ|t|w)(ɣ|i|iɣ)?$
Hungarian-158-kuckuck-1,809,Hungarian,158-kuckuck,kakukk,kakukk,k ɒ k u kː,,uesz,,,^ kakukk $,default,Kuckuck ,Kuckuck-1,4256-kakukk,kː# not old
Hungarian-344-tasse-1,815,Hungarian,344-tasse,pohár,pohár,p o h aː r,,uesz,,,^ pohár $,default, Becher; Trinkgefäß;   Blumenkelch;  das Gefäß als Maß;   kleiner Topf,Becher-6,7307-pohar,"#p, h not old"
Hungarian-344-tasse-2,816,Hungarian,344-tasse,serleg,serleg,ʃ ɛ r l ɛ ɡ,,uesz,,,^ serleg $,default,Becher;  Pokal;   Gefäß am Förderband;  Förderbecher,Becher-7,8063-serleg,^(ʃ|t͡ʃ|s)(ɛ|i|ø)(rl|r)(ɛ|i)(ɡ|k)(ɣ)?$
Hungarian-866-schneiden-1,823,Hungarian,866-schneiden,nyír¹,nyír,ɲ iː r,,uesz,,,^ nyír $,default, stutzen;   stutzen;   schneiden;  Papier〉; scheren;  scherend bearbeiten;  schnitzen 〈zB Tuch;   jmdn um Geld anzapfen;    absägen;  umbringen;   Scherer;  Scherender;   Tonsur;  kurzschneiden lassen,schneiden-3,6506-nyir,^(n)(i|iː)(r|v|ɣ|t|w)(ɣ|i|iɣ|y)?$
Hungarian-866-schneiden-2,825,Hungarian,866-schneiden,szab,szab,s ɒ b,,uesz,,,^ szab $,default, prügeln;   schlagen;  Struktur;   schneiden;  Vorschrift;   zusammenfügen;  anordnen; bestimmen;   Regel;   zuschneiden;   etw od sich nach etw richten;   Schneider,schneiden-5,8488-szab,b# not old
Hungarian-893-beschadigen-1,831,Hungarian,893-beschadigen,rongál,rongál,r o n ɡ aː l,,uesz,,,^ rongál $,default,  prügeln; tadeln;  zugrunde richten;   verderben;   beschädigen;  bestrafen;  beschimpfen,beschadigen-3,7919-rongal,#r not old
Hungarian-893-beschadigen-2,832,Hungarian,893-beschadigen,sért,sért,ʃ eː r t,,uesz,,,^ sért $,default,  beleidigen;    beleidigen; verletzen;   beschädigen;   schädigen;   anritzen;  anquetschen;   bebestreiten,beschadigen-4,8065-sert,^(ʃ|t͡ʃ|s)(ɛ|i|eː|ø|e)(rt|r)(ɣ|i|iɣ)?$
Hungarian-444-schaden-1,837,Hungarian,444-schaden,kár,kár,k aː r,,uesz,,,^ kár $,default, Schaden;   Platz; Verlust;  Einbuße;  nachteilige Veränderung;  wo das Weiden untersagt ist;   schade 〈als Präd〉,Schaden-3,4432-kar,^(k)(a|aː|i|m)(r|v|ɣ|t|w)(ɣ|i|iɣ|y)?$
Hungarian-444-schaden-2,839,Hungarian,444-schaden,seb¹,seb,ʃ ɛ b,,uesz,,,^ seb $,default,  Gram; Wunde;  Leid;   Schaden;  Beleidigung;   verwundet werden;   verwunden,Schaden-5,8012-seb,b# not old
Hungarian-523-dunkel-1,855,Hungarian,523-dunkel,sötét,sötét,ʃ ø t eː t,,uesz,,,^ sötét $,default,  böse;  zornig;   Verborgenheit;  dunkel;   dunkel;  böswillig;  Ort〉;   Dunkelheit;  wirr;   verblendet; finster;   finster;   unaufgehellt bleibend;  ungeklärt;   betrübt;  unaufgeklärt 〈Zeit〉;  Finsternis 〈Tageszeit;    Verlies;   Dunkles;  dunkler Teil von etw;   zum Bösewicht werden;   dunkel 〈auch abstr〉;   zum Bösewicht machen,dunkel-2,8321-sotet,^(ʃ|t͡ʃ|s)(y|ɛ|ø)(t|lt|ɣ)(ɛ|i)(t|r)$
Hungarian-762-sausen-1,860,Hungarian,762-sausen,suhog,suhog,ʃ u h o ɡ,,uesz,,,^ suhog $,default, brausen;  summen;  sausen;   flink;   zischen;   flüstern;  kochen; schwirren;   rauschen;  rührig vonstatten gehen 〈Arbeit〉,sausen-3,8426-suhog,h not old
Hungarian-762-sausen-2,861,Hungarian,762-sausen,zúg,zúg,z uː ɡ,,uesz,,,^ zúg $,default,  sich begatten;  brausen;   murren; sausen;   schnaufen;  keuchen;   durchfallen 〈in der Prüfung〉,sausen-4,10082-zug,^(s)(u|i|o|uː)(ɡ|k|nd)(ɣ|i|iɣ|y)?$
Hungarian-205-tochter-1,862,Hungarian,205-tochter,leány,leány,l ɛ aː ɲ,,uesz,,,^ leány $,default,Mädchen;   Tochter;   magd;   Freudenmädchen,Tochter-1,5511-leany,ɛaː not old
Hungarian-450-tag-1,863,Hungarian,450-tag,nap¹,nap,n ɒ p,,uesz,,,^ nap $,default,  Tagebuch;   ???; Tag;   Tag;   heller Tag;   Sonne;   Sonnenschein;  besonnte Stelle;   an  Tag;   sonnig;   -tägig;   Tagendienst habende Person;   den Tag von etw bestimmen;  verschieben anmerken;   vertagen;  stunden;   sich sonnen;   am Tage;   am Tage;  der helle Tag;   alltäglich,Tag-1,6353-nap,#n not old
Hungarian-536-taub-1,868,Hungarian,536-taub,süket,süket,ʃ y k ɛ t,,uesz,,,^ süket $,default, ungeschickt;   dumm; taub;   eitel;  schwerhörig;   geräuschlos;   bar einer wichtigen Eigenschaft;  charakterisiert durch das Fehlen von etw;   indolent;   ohne Glockengeläut 〈Karwoche〉;   dumpf 〈Schall〉;  von schlechter Akustik 〈Raum〉;  gehaltlos 〈Gerede〉;   tauber Mensch,taub-4,8461-suket,^(ʃ|t͡ʃ|s)(i|y|ɛ)(k)(ɛ|i|ø)(t|r)(ɣ)?$
Hungarian-550-lieb-1,871,Hungarian,550-lieb,édes,édes,eː d ɛ ʃ,,uesz,,,^ édes $,default,  ganz;  geliebt; lieb;   ungesalzen;  salzlos;  nicht sauer;   süß;   angenehm;  wonnig;   blutsverwandt;   Süßigkeit;   Süßigkeit;   Liebling 〈bes als Anrede〉;   leiblicher Vater;  leibliche Mutter 〈bes als Anrede〉;   seelische Harmonie;   sich ergötzen;   ergötzen;   Ergötzung,lieb-2,2034-edes,^(ɛ)(d|ld)(ɛ|i|ø|y)(t͡ʃ|ɣ|ʃ)?(ɣ|i|iɣ)?$
Hungarian-473-dezember-1,877,Hungarian,473-dezember,december,december,d ɛ t͡s ɛ m b ɛ r,,uesz,,,^ december $,default,Dezember;   mit Pelz gefütterter Wintermantel,Dezember-1,1730-december,"t͡s, mb not old"
Hungarian-980-schmucken-1,878,Hungarian,980-schmucken,dekorál,dekorál,d ɛ k o r aː l,,uesz,,,^ dekorál $,default,auszeichnen;   schmücken,schmucken-1,1749-dekoral,^(d|d͡ʒ)(ɛ|i)(k)(u|o)(r|v)(a|aː)(l|ɣ)(ɣ)?$
Hungarian-713-abnehmen-1,883,Hungarian,713-abnehmen,fogy,fogy,f o ɟ,,uesz,,,^ fogy $,default, gering;  Mangel;  abnehmen;   abnehmen;  sich vermindern;   Abnahme;   mangelhaft; weniger werden;  dahinschwinden;   sich verzehren;  dahinsiechen;  verbraucht werden;   etw geht einem aus;  etw nicht mehr besitzen;  abmagern;   schädigen;  schwächen;   zehrend;   Verbraucher;   ganz und gar,abnehmen-3,2647-fogy,"#f, ɟ# not old"
