ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Meaning,Sense_ID,Entry_ID
Hungarian-126-klaue-2,639,Hungarian,126-klaue,csíp,csíp,t͡ʃ iː p,,uesz,,,^ csíp $,default, klauen;   zwicken; stechen 〈Bienen;  Mücken usw〉;   zwicken 〈mit den Fingern;  mit einem Gegenstand〉;   sticheln;   brennen 〈auf der Zunge〉;   abbrechen;   wegnehmen;   festnehmen;   für angenehm;  anziehend halten;   Kloster;   Zwickzange;   klemmen 〈trans〉;   zacken;   rupfen;  zupfen;   sich häkeln,klauen-2,1545-csip
Hungarian-190-lehm-1,643,Hungarian,190-lehm,agyag,agyag,ɒ ɟ ɒ ɡ,,uesz,,,^ agyag $,default,Ton ; Ton;  Lehm ,Lehm-1,111-agyag
Hungarian-190-lehm-2,644,Hungarian,190-lehm,sár¹,sár,ʃ aː r,,uesz,,,^ sár $,default,  Lehm;  Kot;  Sumpf;   Exkrement;   Schlacke;  Morast; schlammiger Fluß;   nasse;  aufgeweichte Erde,Lehm-2,8138-sar
Hungarian-514-sauber-1,648,Hungarian,514-sauber,takarékos,takarékos,t ɒ k ɒ r eː k o ʃ,,uesz,,,^ takarékos $,default, bescheiden;  nett;   einfach; sparsam;   sauber,sauber-1,8980-takarekos
Hungarian-514-sauber-2,649,Hungarian,514-sauber,takaros,takaros,t ɒ k ɒ r o ʃ,,uesz,,,^ takaros $,default, hübsch;   nett;   geizig; sparsam;  sauber,sauber-2,8983-takaros
Hungarian-968-reinigen-1,653,Hungarian,968-reinigen,pucol,pucol,p u t͡s o l,,uesz,,,^ pucol $,default,reinigen;   schmücken;   entlaufen;    verputzen,reinigen-3,7518-pucol
Hungarian-968-reinigen-2,654,Hungarian,968-reinigen,rámol,rámol,r aː m o l,,uesz,,,^ rámol $,default,reinigen;  zusammenräumen;  Ordnung machen,reinigen-4,7639-ramol
Hungarian-548-klug-1,658,Hungarian,548-klug,agg,agg,ɒ ɡː,,uesz,,,^ agg $,default,alt;   bejahrt;  hochbetagt 〈Person〉;   schlau;  erfahren;   hochgewachsen,schlau-1,65-agg
Hungarian-548-klug-2,659,Hungarian,548-klug,agyafúrt,agyafúrt,ɒ ɟ ɒ f uː r t,,uesz,,,^ agyafúrt $,default,  schlau;  schlau; irrsinnig; irrsinnig;  närrisch;   hartnäckig ;   durchtrieben;   stur ,schlau-2,110-agyafurt
Hungarian-765-klettern-1,674,Hungarian,765-klettern,hág,hág,h aː ɡ,,uesz,,,^ hág $,default,steigen;   ansteigen 〈Gelände;  Weg〉;   treten;   bespringen;   bespringen;   besteigen;  fellépni kényszerít;  〈lovat;  szarvasmarhát stb.〉 párosít,besteigen-1,3287-hag
Hungarian-765-klettern-2,675,Hungarian,765-klettern,mászik,mászik,m aː s i k,,uesz,,,^ mászik $,default, kriechen; klettern,klettern-1,5852-maszik
Hungarian-365-stoff-1,678,Hungarian,365-stoff,anyag,anyag,ɒ ɲ ɒ ɡ,,uesz,,,^ anyag $,default,Materie;  Urstoff;   Zeug;  Tuch;  Stoff,Tuch-1,283-anyag
Hungarian-365-stoff-2,679,Hungarian,365-stoff,kelme,kelme,k ɛ l m ɛ,,uesz,,,^ kelme $,default,Materie;  Tuch;   Stoff;  Gewebe,Tuch-2,4702-kelme
Hungarian-371-kleidung-1,690,Hungarian,371-kleidung,kosztüm,kosztüm,k o s t y m,,uesz,,,^ kosztüm $,default,  Gewohnheit; Kleidung;  Brauch;   historische Tracht;   Jackenkleid für Damen,Kleidung-2,5170-kosztum
Hungarian-371-kleidung-2,691,Hungarian,371-kleidung,mez,mez,m ɛ z,,uesz,,,^ mez $,default,Hülle;   Sportkleidung;  Kleidung;  Tracht;   Kostüm;   vorgetäuschte;  irreführende äußere Erscheinungsform;  Maskierung,Kleidung-4,6172-mez
Hungarian-75-wolke-1,698,Hungarian,75-wolke,felleg,felleg,f ɛ lː ɛ ɡ,,uesz,,,^ felleg $,default,Wolke;   〈der Regenwolke ähnliche〉 dichte Menge;   in sich eine Gefahr bergende Erscheinung;   Qualm;   sich bewölken;   damit ist es aus,Wolke-1,2472-felleg
Hungarian-75-wolke-2,699,Hungarian,75-wolke,homály,homály,h o m aː j,,uesz,,,^ homály $,default, Wolke;  Dunst; Dunkelheit;   Nebel;   Halbdunkel;  Zwielicht;  Dämmerung;   Blässe;   Geheimhaltung;  Verschleierung;  Schleierhaftes 〈einer Sache〉;   Star 〈am Auge〉;   Mattheit;  Glanzlosigkcit 〈einer glatten Fläche〉;   Unklarheit 〈eines Textes;  einer Angelegenheit;  Erscheinung usw〉;   〈als Benennung versch blasser Farbenabschattungen  von Rindern;  Pferden;  Hunden usw〉;   hellblond 〈Haar〉,Wolke-2,3651-homaly
Hungarian-504-kalt-1,703,Hungarian,504-kalt,cidri,cidri,t͡s i d r i,,uesz,,,^ cidri $,default,kalt;   Frösteln;  Gezitter;   kaltes Wetter;  Frost,kalt-1,1214-cidri
Hungarian-504-kalt-2,705,Hungarian,504-kalt,hideg,hideg,h i d ɛ ɡ,,uesz,,,^ hideg $,default,  Schauder; kalt;   Frost;  Kälteempfinden;  unfreundlich;   schroff;  gleichgültig;   leblos;   Kälte;   Schüttelfrost;  Fieber;   kaltes Gericht;   sich erkälten;   sich von etw abkehren,kalt-3,3563-hideg
Hungarian-80-kalte-1,706,Hungarian,80-kalte,hideg,hideg,h i d ɛ ɡ,,uesz,,,^ hideg $,default,  Schauder; kalt;   Frost;  Kälteempfinden;  unfreundlich;   schroff;  gleichgültig;   leblos;   Kälte;   Schüttelfrost;  Fieber;   kaltes Gericht;   sich erkälten;   sich von etw abkehren,Kalte-1,3563-hideg
Hungarian-505-kuhl-1,707,Hungarian,505-kuhl,friss,friss,f r i ʃː,,uesz,,,^ friss $,default, flink;  prächtig; neu;  noch unverdorben;   hurtig;  munter;   kühl;  erfrischend;   herrlich;   in schnellem Tempo 〈Musik;  Tanz〉;   Teil der ung Musik und des ung Tanzes in schnellem Tempo;   Aufgewecktheit,kuhl-1,2771-friss
Hungarian-505-kuhl-2,708,Hungarian,505-kuhl,hűvös,hűvös,h yː v ø ʃ,,uesz,,,^ hűvös $,default,  Gefängnis;   barsch; kühl;  unfreundlich;   Kühle;  kühler Ort,kuhl-2,3782-huvos
Hungarian-373-kragen-1,710,Hungarian,373-kragen,gallér,gallér,ɡ ɒ lː eː r,,uesz,,,^ gallér $,default,  Art feine Leinwand; Art Kleidungsstück der früheren Kriegsleute;   Kragen;    Lederwams;   auf dem Rücken des Kleides herabhängendes langes Tuchstück;   Hüllkelch;   Wettermantel;   Feder- od Pelzring um den Hals bei Tieren;   Banaum,Kragen-1,2888-galler
Hungarian-373-kragen-2,711,Hungarian,373-kragen,grabanc,grabanc,ɡ r ɒ b ɒ n t͡s,,uesz,,,^ grabanc $,default,Kragen;   Nacken,Kragen-2,3104-grabanc
Hungarian-531-bunt-1,716,Hungarian,531-bunt,pilla,pilla,p i lː ɒ,,uesz,,,^ pilla $,default,  bunt;  aufgeputzt; Augenlid;   Schmetterling;  geziert;   Augenwimpern;   Zilie,bunt-3,7166-pilla
Hungarian-531-bunt-2,717,Hungarian,531-bunt,tarka,tarka,t ɒ r k ɒ,,uesz,,,^ tarka $,default,bunt;   Zisterzienser;   heuchlerisch;  doppelzüngig;  scheckig;   mannigfaltig,bunt-4,9064-tarka
Hungarian-382-kamm-1,718,Hungarian,382-kamm,búb,búb,b uː b,,uesz,,,^ búb $,default,Höcker;   Kamm;  Schopf 〈des Vogels〉;   Frauenkopfschmuck;   Federbusch;  Roßhaarbusch 〈als Pferdekopfschmuck〉;   Scheitel,Kamm-1,960-bub
Hungarian-382-kamm-2,719,Hungarian,382-kamm,címer¹,címer,t͡s iː m ɛ r,,uesz,,,^ címer $,default,  Schopf;  Kamm;  Federbusch;   Rispe;   Aushängeschild;   Symbol;   Schmuck; Wappen;  Schild;   Helmbusch;   Inschrift;   Inschrift;   Kennzeichen;   aufwärts gerichtete;  große Hörner des Viehs;  Geweih;  Ähre 〈vom Schilf;  Mais;  Reis〉;   Charakter;  Eigenschaff;   schönstes Stück einer Herde;   hervorragend,Kamm-2,1242-cimer
Hungarian-979-kammen-1,724,Hungarian,979-kammen,gereblye,gereblye,ɡ ɛ r ɛ b j ɛ,,uesz,,,^ gereblye $,default,  magerer Mensch;   kämmen;   Hechel;   Schindmähre; Rechen;   Wasserrechen zum Aufhalten des geflößten Holzes;   Greis,kammen-2,2972-gereblye
Hungarian-779-kommen-1,725,Hungarian,779-kommen,gázol,gázol,ɡ aː z o l,,uesz,,,^ gázol $,default,  Furt;  kommen; waten;   mit den Füßen treten;   gehen 〈auch abstr〉;  gelangen;   in den Staub zerren 〈jm Ehre usw〉;   überfahren;  niederfahren,kommen-3,2937-gazol
Hungarian-779-kommen-2,726,Hungarian,779-kommen,jön,jön,j ø n,,uesz,,,^ jön $,default, entstehen;  folgen;  ankommen;    gehen; kommen;   kommen 〈zeitlich〉;   entstammen;   anfallen;   in einen Zustand geraten;   zukommen 〈Geld〉;   Zukunft;   Kommen;  Ankommen;  jövetel,kommen-4,4083-jon
Hungarian-249-gesellschaft-1,732,Hungarian,249-gesellschaft,kör,kör,k ø r,,uesz,,,^ kör $,default,Kreis;   Kreis;   Umgebung;   Zirkel 〈Gerät〉;  Verein;   Gesellschaft;   Umkreis;   Bezirk;   Bezirk;   Kreis 〈Geom〉;   Umfang;   Bereich;   System;   Truppenunterkunft;   Rotunde,Gesellschaft-2,4824-kor
Hungarian-249-gesellschaft-2,733,Hungarian,249-gesellschaft,kompánia,kompánia,k o m p aː n i ɒ,,uesz,,,^ kompánia $,default,  Gesellschaft; Kompanie 〈der Infanterie〉,Gesellschaft-3,5011-kompania
Hungarian-826-verbinden-1,737,Hungarian,826-verbinden,köt,köt,k ø t,,uesz,,,^ köt $,default,binden;   binden;   Bündel;   Bündel;   Bund;   Fessel;   mit jmdm anbinden;   einwickeln;  Strick;   Verbindung;   Verbindung;   Verbindung;  Händel suchen;   Schluß;   verknüpfen;  flechten;  Bündnis;   Seil;   Band;   mit etw verbunden sein;  anbinden;   stricken;  umhüllen;  einbinden 〈Buch〉;   verpflichten;  verbinden;   durch Zauber binden;  bannen;  behexen;   schließen 〈Vertrag;  Frieden usw〉;   mit jmdm anbinden 〈Streit〉;  an einer Sache etw aussetzen;  etw bemäkeln;    ansetzen;   Seil 〈Feldmaß〉;   Verpflichtung;  Verpflichtung;  Obliegenheit;   Seiler;   Bindender;   Schurz;  Binchnur;   Binde;   Stricken;   Einband;   Verband 〈Milit〉;   Pflicht;   Buchband;   bis zum Mittel,verbinden-1,4850-kot
Hungarian-826-verbinden-2,738,Hungarian,826-verbinden,tart,tart,t ɒ r t,,uesz,,,^ tart $,default, behaupten;   aushalten;   anhalten;   Träger;  stützen;  hindern;   hin-;  benützen;  versorgen;    sein;  her-;  befestigen;   fassen;  Wette〉;  bewirten;  halten;  halten;  verrichten;   für etw halten;   verbinden;  Pflicht;   sich widersetzen;   beanspruchen;   unterhalten;  Reserve;  einschätzen;  erleiden;  amten;   bei sich behalten;  aufbewahren;  aufbewahren;  in Erinnerung behalten usw;   sich an etw halten od nach etw richten;   jmdm einen Zustand sichern;  etw irgendwo lagern;   zur Lagerung dienen;   vollführen;  veranstalten;  vorhalten 〈wenden;  zeigen usw〉;   es mit jmdm halten;  zu etw gehören;   nach od in Richtung auf etw gehen;  fahren usw;  bis od an etw gelangt sein;   in Dienst halten;  züchten;   sich enthalten;  sich einer Sache enthalten;   sich bis etw erstrecken;  bis etw dauern;  dauern;   fürchten;  in Ehren halten;   zu bleiben anhalten;  verpflichten 〈Schwur;   im Auge behalten;  ausdauern;   Haltender;  Tragender;  Halterung;   Beobachtung;   Behinderung;   Ersatz,verbinden-2,9076-tart
Hungarian-225-gesprach-1,740,Hungarian,225-gesprach,diskurzus,diskurzus,d i ʃ k u r z u ʃ,,uesz,,,^ diskurzus $,default, Unterhaltung; Verhandlung;   Gespräch;   Auseinandersetzung,Gesprach-1,1852-diskurzus
Hungarian-225-gesprach-2,741,Hungarian,225-gesprach,kollokvium,kollokvium,k o lː o k v i u m,,uesz,,,^ kollokvium $,default,Gespräch;   Art Semesiralprüfung 〈an Hochschulen〉,Gesprach-2,4963-kollokvium
Hungarian-988-mitteilen-1,743,Hungarian,988-mitteilen,fej²,fej,f ɛ j,,uesz,,,^ fej $,default,  Kopf;   Kopf-;   Kopf-;  Anfang;   Herr;   Person;   ausbessern;   erklären;  Haupt;   Verstand; Quelle;   oberer Teil eines Gegenstandes;   oberer Teil eines Körperteils 〈bes der Gliedmaßen〉;   trauben-;  köpf- od ährenartiger Fruchtstand;   Wesen einer Sache;   hartköpfig;  leitende Person;   mit einem Kopf versehen;   bekanntgeben;  mitteilen;  ausdrücken;   köpfen 〈im Fußball〉;   beendigen;  durchführen;   Kopflosigkeit 〈abstr〉,mitteilen-1,2442-fej
Hungarian-988-mitteilen-2,744,Hungarian,988-mitteilen,kisüt,kisüt,k i ʃ y t,,uesz,,,^ kisüt $,default,  ausklügeln;   enthüllen;  ausbrüten; mitteilen;  verraten;  aufdecken,mitteilen-2,4785-kisut
Hungarian-960-zubereiten-1,746,Hungarian,960-zubereiten,fő¹,fő,f øː,,uesz,,,^ fő $,default, Gekoch;  sieden; gekocht od gar werden 〈Lebensmittel;  etw Festes〉;  kochen 〈Flüssigkeit〉;   der Kopf brummt einem;  Sorgen haben;   Kochen;   Gekocht;   Gekochtes;  Kochgut,Kochen-1,2715-fo
Hungarian-960-zubereiten-2,748,Hungarian,960-zubereiten,rotyog,rotyog,r o c o ɡ,,uesz,,,^ rotyog $,default,  klappern;  sieden; brodeln;   gurgeln;   krachen;  kochen;   bei der Stuhlentleerung ein bezeichnendes Geräusch geben,kochen-2,7939-rotyog
Hungarian-274-ecke-1,752,Hungarian,274-ecke,kuckó,kuckó,k u t͡s k oː,,uesz,,,^ kuckó $,default, Winkel;  Ecke;  Herd;   Ofenwinkel;  Ofenbank; Feuerstätte;   Arrestlokal,Ecke-2,5264-kucko
Hungarian-274-ecke-2,753,Hungarian,274-ecke,sarok,sarok,ʃ ɒ r o k,,uesz,,,^ sarok $,default,  Fundament;  Winkel; Ecke;   Ferse;  Eck-;  Hinterkappe od Absatz vom Schuhwerk;   Scharnier;   Pol;  Weltgegend;   Weltgegend;   magnetischer od elektrischer Pol;   sich polarisieren;   den Absatz bzw die Absätze reparieren,Ecke-3,8159-sarok
Hungarian-560-richtig-1,758,Hungarian,560-richtig,derék,derék,d ɛ r eː k,,uesz,,,^ derék $,default,  brav;  wirklich;   Wesen;   gut;  kräftig;  tüchtig;   völlig;   stattlich;   stattlich;   schön; Leib;  Rumpf;   Rücken;  Kreuz;   Mitte;  Hauptteil;  Inhalf;   Wagenkasten;   Baumstamm;   Mieder;   Taille 〈am Kleid〉;   Regenbett;  Wasserlauf;  trockenes Flußbett;  wohlgebaut;   Haupt-;  echt;  vollständig;   groß;   richtig;   vortrefflich,richtig-1,1782-derek
Hungarian-560-richtig-2,759,Hungarian,560-richtig,egyenes,egyenes,ɛ ɟ ɛ n ɛ ʃ,,uesz,,,^ egyenes $,default, genau;  ehrlich; gerade;  friedlich;   dick;   richtig;   unmittelbar;  gleich;   ähnlich;  passend;  anschmiegsam;   glatt;  flach;   einträchtig;  harmonisch;   gleichaltrig;   gerecht;  aufrichtig;   senkrecht;  ordentlich;   nicht umgekehrt;   Niveau;  Fläche;  Ebene;   Gerade 〈Geom〉;   Gerade 〈im Sport〉;   Gerechtigkeit,richtig-2,2065-egyenes
Hungarian-748-husten-1,769,Hungarian,748-husten,köhög,köhög,k ø h ø ɡ,,uesz,,,^ köhög $,default,husten;   unregelmäßig arbeiten 〈Maschine〉,husten-4,5207-kohog
Hungarian-1004-zahlen-1,771,Hungarian,1004-zahlen,határ,határ,h ɒ t aː r,,uesz,,,^ határ $,default,  Haufen; Grenze;  Grenze;   beschließen;   definieren;  Beschluß;   begrenzen;   zählen;  Landesgrenze;   gesetzte Bestimmung;   Gemarkung;   bestimmen;  gelten;  határos;   Horizont;   Horizont;   Adjektiv;   Adverb;  határ nélküli;   Entschluß;   Bescheid;   grenzenlos 〈auch abstr〉,zahlen-3,3442-hatar
Hungarian-1004-zahlen-2,772,Hungarian,1004-zahlen,olvas,olvas,o l v ɒ ʃ,,uesz,,,^ olvas $,default, erfahren;  vermuten;   Zeichen;   zählen;   folgern; lesen;  durch Lesen erkennen;  einzeln in Betracht ziehen;   jmdm etw auf den Kopf zusagen;  in jm Seele lesen können;  Darstellung auslegen können;   Rosenkranz 〈zum Beten〉;   Leser;   Lesestück;   was man aus etw herauslesen kann od konnte;   gelesen 〈Buch〉;   belesen 〈Person〉,zahlen-5,6675-olvas
Hungarian-254-anzahl-1,775,Hungarian,254-anzahl,szám,szám,s aː m,,uesz,,,^ szám $,default, Menge;   Arbeit;   zahlreich;   Ziffer;  Zahl; Personalbestand; Reihe;  Anzahl bestimmter Individuen;   Anzahl;   Quantität;  Nummer;  werk;   Numerus;   Exemplar einer Zeitung;  Zeitschrift usw;   Arithmetik;  Mathematik;   Nummer innerhalb einer Spielfolge;   Trennpfahl zwischen zwei Klaftern Holz;   Zählender;   Zähler 〈Math〉,Anzahl-1,8552-szam
Hungarian-430-land-1,777,Hungarian,430-land,föld,föld,f ø l d,,uesz,,,^ föld $,default,  Lanmann;  Land; Erde;  Boden;   Erdkugel;   Acker;   Tonerde;   Festland;   Grundfarbe eines Webstoffes;   über kultivierbares Land verfügend;   Erde transportieren;   erden,Land-2,2722-fold
Hungarian-430-land-2,778,Hungarian,430-land,ország,ország,o r s aː ɡ,,uesz,,,^ ország $,default,  regieren;   Herrschaft;   Herrschaft; Land;  Reich;  fahren;  Bevölkerungeines Landes;  Regierungsgewalt;   gesetzgebende Körperschaft;   herumreisen,Land-3,6732-orszag
Hungarian-827-bedecken-1,779,Hungarian,827-bedecken,esd,esd,ɛ ʃ d,,uesz,,,^ esd $,default,  sich sehnen; flehen;   darauffliegen;  sich niederlassen;   befallen;  bedecken,bedecken-1,2253-esd
Hungarian-827-bedecken-2,780,Hungarian,827-bedecken,esik,esik,ɛ ʃ i k,,uesz,,,^ esik $,default,  ungeschickt;   Fall;   〈in einen Zustand〉 kommen;  flehen;  Maß〉;  stürzen; fallen;  fallen;   es regnet;  liegen;   fallen lassen;   Sonnenuntergang;   befallen;  bedecken;  geraten;   geschehen;   auf die Knie fallen;   den Tod finden;  es schneit;  es hagelt usw;   jmdm zuteil werden;   〈einem irgendwie〉 schmecken;  behagen;   sein;   hineindrängen;   sich auf jmdn stürzen;   sich erbarmen;   abnehmen 〈Menge;   Kasus;   ohne Fall;   vergänglich,bedecken-2,2259-esik
Hungarian-134-kuh-1,786,Hungarian,134-kuh,boci,boci,b o t͡s i,,uesz,,,^ boci $,default,Kälbchen;   Kuh;   dumm 〈Person〉,Kuh-1,773-boci
Hungarian-134-kuh-2,787,Hungarian,134-kuh,tehén,tehén,t ɛ h eː n,,uesz,,,^ tehén $,default,  Kuh; Rindvieh;  Weibchen eines Wiederkäuers;   Weibchen des Rin;  Büffels;   dickes Weib;   Melker,Kuh-3,9118-tehen
Hungarian-313-wiege-1,789,Hungarian,313-wiege,bölcső,bölcső,b ø l t͡ʃ øː,,uesz,,,^ bölcső $,default,Wiege,Wiege-1,912-bolcso
Hungarian-313-wiege-2,790,Hungarian,313-wiege,hajcsi,hajcsi,h ɒ j t͡ʃ i,,uesz,,,^ hajcsi $,default,  schlafen;   Wiege; Aufforderung zum Schlafen bei Kindern;   schlafen gehen;  ins Bett gehen,Wiege-2,3309-hajcsi
Hungarian-156-kranich-1,792,Hungarian,156-kranich,daru,daru,d ɒ r u,,uesz,,,^ daru $,default,Kranich;   Kran,Kranich-1,1719-daru
Hungarian-767-kriechen-1,793,Hungarian,767-kriechen,csúszik,csúszik,t͡ʃ uː s i k,,uesz,,,^ csúszik $,default,  herumschleichen; rutschen;  gleiten;   kriechen;   kriechen;   niederfallen;   etw schmeckt;   auf dem Eis rutschen,kriechen-1,1659-csuszik
Hungarian-767-kriechen-2,794,Hungarian,767-kriechen,csúszik,csúszik,t͡ʃ uː s i k,,uesz,,,^ csúszik $,default,  herumschleichen; rutschen;  gleiten;   kriechen;   kriechen;   niederfallen;   etw schmeckt;   auf dem Eis rutschen,kriechen-2,1659-csuszik
Hungarian-260-kreuz-1,803,Hungarian,260-kreuz,derék,derék,d ɛ r eː k,,uesz,,,^ derék $,default,  brav;  wirklich;   Wesen;   gut;  kräftig;  tüchtig;   völlig;   stattlich;   stattlich;   schön; Leib;  Rumpf;   Rücken;  Kreuz;   Mitte;  Hauptteil;  Inhalf;   Wagenkasten;   Baumstamm;   Mieder;   Taille 〈am Kleid〉;   Regenbett;  Wasserlauf;  trockenes Flußbett;  wohlgebaut;   Haupt-;  echt;  vollständig;   groß;   richtig;   vortrefflich,Kreuz-1,1782-derek
Hungarian-260-kreuz-2,805,Hungarian,260-kreuz,tompor,tompor,t o m p o r,,uesz,,,^ tompor $,default,Hüfte;  Kreuz;   gewölbter Teil des Schenkels zwischen Hüftbein und Sitzbein,Kreuz-3,9308-tompor
Hungarian-157-krahe-1,808,Hungarian,157-krahe,csóka,csóka,t͡ʃ oː k ɒ,,uesz,,,^ csóka $,default,  Krähe; Dohle;   eine zur Familie der Fliegenfänger gehörende Vogelgattung;   glasartiger Ring um die Iris im Auge;   Seminarist 〈scherzhaft〉;   dunkelbraun- od schwarzhaariges Kind 〈scherzhaft〉;   Gans;   kleines schwarzes Mal am Schaf;   Rabe;   Knabenkrauf;   an der Iris weiß gefleckt 〈Pferd〉;  weiß-bläuliche Iris habend 〈Pferd;  Rindvieh〉 usw;   große Augen von unbestimmter Farbe habend;   dunkel 〈Haare des Viehs〉,Krahe-3,1579-csoka
Hungarian-157-krahe-2,809,Hungarian,157-krahe,kánya,kánya,k aː ɲ ɒ,,uesz,,,^ kánya $,default,Milan;   Krähe;   Habicht;   〈in heftigen Ausdrücken mit verblaßter Bed〉,Krahe-4,4376-kanya
Hungarian-793-weinen-1,813,Hungarian,793-weinen,nyivákol,nyivákol,ɲ i v aː k o l,,uesz,,,^ nyivákol $,default,weinen;   miauen;  quäken 〈haupts Kind〉,weinen-3,6518-nyivakol
Hungarian-793-weinen-2,814,Hungarian,793-weinen,pisszeg,pisszeg,p i sː ɛ ɡ,,uesz,,,^ pisszeg $,default,  knistern;  weinen;   wimmern; zischeln 〈zur Mahnung od zum Ausdruck des Mißfallens〉;   zischen 〈Gänserich〉,weinen-4,7236-pisszeg
Hungarian-158-kuckuck-1,820,Hungarian,158-kuckuck,kakukk,kakukk,k ɒ k u kː,,uesz,,,^ kakukk $,default,Kuckuck ,Kuckuck-1,4256-kakukk
Hungarian-344-tasse-1,824,Hungarian,344-tasse,kupa¹,kupa,k u p ɒ,,uesz,,,^ kupa $,default,Becher;   Schöpfgefäß;  Pokal;   Kufe;  Tonne;   Achtel 〈Hohlmaß〉,Becher-4,5319-kupa
Hungarian-344-tasse-2,825,Hungarian,344-tasse,kürt,kürt,k y r t,,uesz,,,^ kürt $,default,  Becher;   Schornstein;   Hupe; Horn 〈Instrument〉;  Ofenrohr;   Muttertrompete;  Eileiter;   Eustachische Röhre;  Trinkhorn;   Baumkuchen;  Fabriksirene,Becher-5,5387-kurt
Hungarian-866-schneiden-1,834,Hungarian,866-schneiden,nyír¹,nyír,ɲ iː r,,uesz,,,^ nyír $,default, stutzen;   stutzen;   schneiden;  Papier〉; scheren;  scherend bearbeiten;  schnitzen 〈zB Tuch;   jmdn um Geld anzapfen;    absägen;  umbringen;   Scherer;  Scherender;   Tonsur;  kurzschneiden lassen,schneiden-3,6506-nyir
Hungarian-866-schneiden-2,835,Hungarian,866-schneiden,ró,ró,r oː,,uesz,,,^ ró $,default, prügeln;   schlagen;  wandern;  schneiden;   Steuereinnehmer;   rügen;   kerben;   kerben;   merken; mit einer Steuer belegen;  jmdm etw auferlegen;   zusammenschreiben;  in Evidenz führen;   zusammenfügen 〈Holzverbindung〉;   tilgen;  abgelten;   durchmessen;  der Reihe nach aufsuchen;   jmdm etw als Schuld anrechnen;   auf eine bestimmte Art zerschneiden 〈Holz〉;   schriftlicher Verweis;  Rüge 〈in der Schule〉;   Zusammenschreiben;   gekerbt;   zusammengefügt 〈Holz〉;   vorbestraft,schneiden-4,7873-ro
Hungarian-893-beschadigen-1,842,Hungarian,893-beschadigen,rongál,rongál,r o n ɡ aː l,,uesz,,,^ rongál $,default,  prügeln; tadeln;  zugrunde richten;   verderben;   beschädigen;  bestrafen;  beschimpfen,beschadigen-3,7919-rongal
Hungarian-893-beschadigen-2,843,Hungarian,893-beschadigen,sért,sért,ʃ eː r t,,uesz,,,^ sért $,default,  beleidigen;    beleidigen; verletzen;   beschädigen;   schädigen;   anritzen;  anquetschen;   bebestreiten,beschadigen-4,8065-sert
Hungarian-444-schaden-1,845,Hungarian,444-schaden,árt¹,árt,aː r t,,uesz,,,^ árt $,default,schaden;   schädlich,schaden-1,354-art
Hungarian-444-schaden-2,846,Hungarian,444-schaden,gonosz,gonosz,ɡ o n o s,,uesz,,,^ gonosz $,default, schlimm;   krank;   Skandal;  Sünde;   böser Geist;  Teufel;  böser Mensch;   Übel; sittlich schlecht;   unheilvoll;  Schaden;   Schandtat;   sittlich schlechter;   Anstoß erregen;   Anstoß nehmen an etw;   moralisch verderben 〈intr〉,Schaden-1,3053-gonosz
Hungarian-507-feucht-1,851,Hungarian,507-feucht,nyers,nyers,ɲ ɛ r ʃ,,uesz,,,^ nyers $,default,  grob;  kräftig;  Äußerung〉;   lebhaft;  schleimig; natürliche Feuchtigkeit enthaltend 〈Pflanze〉;  feucht;   unverdaut;  den Magen überladend 〈Speise〉;   ungekoht;  ungebraten 〈Speise〉;   unverarbeitet;  anbearbeitet 〈Stoff〉;  begabt;  aber ungeschliffen 〈Person〉;   unreif 〈Obst〉;  barsch 〈Person,feucht-1,6494-nyers
Hungarian-923-tanzen-1,852,Hungarian,923-tanzen,boka,boka,b o k ɒ,,uesz,,,^ boka $,default,Schienbein;   Knöchel;   Handgelenk;   Leder für Bunchuhe;   Art Fußbekleidung;   tanzen,tanzen-1,810-boka
Hungarian-923-tanzen-2,853,Hungarian,923-tanzen,csörög,csörög,t͡ʃ ø r ø ɡ,,uesz,,,^ csörög $,default,  tanzen;   zirpen;   schwätzen;   Klingel; rieseln 〈Bach〉;   rasseln 〈intrans〉;   klappern;   knastern;   Bach,tanzen-2,1624-csorog
Hungarian-523-dunkel-1,863,Hungarian,523-dunkel,korom,korom,k o r o m,,uesz,,,^ korom $,default, Dunkel;   schwarz; Ruß;   Schmutz 〈abstr〉;   Schwärze;   Art Pflanzenkrankheif,Dunkel-2,5134-korom
Hungarian-523-dunkel-2,864,Hungarian,523-dunkel,köd,köd,k ø d,,uesz,,,^ köd $,default,  Dunkel; Wolke;   Nebel;   bemänteln;   Ungewißheit;  Unklarheit 〈abstr〉;   nebelig;   unklar 〈abstr〉;  vernebeln 〈abstr〉,Dunkel-3,5204-kod
Hungarian-762-sausen-1,869,Hungarian,762-sausen,dúdol,dúdol,d uː d o l,,uesz,,,^ dúdol $,default,  brausen; leise vor sich hinsingen;   furzen;   jaulen;  sausen,sausen-1,1962-dudol
Hungarian-762-sausen-2,870,Hungarian,762-sausen,súg,súg,ʃ uː ɡ,,uesz,,,^ súg $,default, Wind〉;  suggerieren; sausen;  surren;   eingeben;   verraten;  Angeber;   flüstern;  brausen 〈schnell fließendes Wasser;  rauschen 〈Wald〉;  angeben;   schwirren;   jmdm etw entlocken;   Treibholz;  das in den Flußbiegungen ans Land gespült wird;   Souffleur;   Denunziant,sausen-2,8421-sug
